text,label
i feel homesick i read this collection of stories,0
i think that since i don t have a cell phone or even a watch it just makes everything feel so carefree to me,1
i feel relaxed and ready to return to work which in my profession is priceless,1
i love feeling my sweet little boy kick and move around it has been by far the best part of being pregnant,2
i always feel like they are rushing me trying to get my out of the shop as soon as they can and most of the cutters are rude and short tempered with students,3
i feel and i am keen to come to china and experience life in a new country,1
i feel like it is a really important thing to respect others beliefs,1
i emerged feeling utterly shite convinced that id come down with something,1
id like to know what happened both ig and out how you were involved how it made you feel and how it was resolved,1
i began to feel unsure about everything,4
i d like to thank you all in advance for taking time out to view and leave a comment sassy hugs an a big mwah as im feeling everso friendly today hehe xxxxxxxxxxxxxxxxx,1
i oblige immediately feeling like im exiting my body a casual observer of events as they unfold around me,1
im feeling a bit grumpy and frustrated tonight so decided maybe an early bed time and early morning work out maybe the change i need,3
i didnt want to feel i liked being detached from that,2
i wanted to enjoy what i had been craving since even before i started my contest prep weeks ago and not feel regretful of a calorie overload as soon as i had finished it no matter how good it tasted,0
i know how bambi feels but the lady beside me was far from friendly thumper,1
i feel that my intelligence is insulted quite so much as when i attend certain interfaith events,3
i feel peaceful and calm in stressful moments i find deep inner peace within myself as i am i feel total peace with my powerful positive self esteem i embrace changes in peaceful harmonious and positive ways today i am confident completely comfortable and at rest and peace with myself,1
